GEOID,YEAR,Income,Rent as % of Income,HHs
13089021216,2015,"Less than $10,000",30.0 to 34.9 percent,0
13089021216,2015,"Less than $10,000",35.0 to 39.9 percent,0
13089021216,2015,"Less than $10,000",40.0 to 49.9 percent,0
13089021216,2015,"Less than $10,000",50.0 percent or more,187
13089021216,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13089021216,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021216,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021216,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021216,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021216,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021216,2015,"$10,000 to $19,999",50.0 percent or more,219
13089021216,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13089021216,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021216,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021216,2015,"$20,000 to $34,999",30.0 to 34.9 percent,0
13089021216,2015,"$20,000 to $34,999",35.0 to 39.9 percent,74
13089021216,2015,"$20,000 to $34,999",40.0 to 49.9 percent,71
13089021216,2015,"$20,000 to $34,999",50.0 percent or more,239
13089021216,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13089021216,2015,"$35,000 to $49,999",20.0 to 24.9 percent,0
13089021216,2015,"$35,000 to $49,999",25.0 to 29.9 percent,152
13089021216,2015,"$35,000 to $49,999",30.0 to 34.9 percent,207
13089021216,2015,"$35,000 to $49,999",35.0 to 39.9 percent,94
13089021216,2015,"$35,000 to $49,999",40.0 to 49.9 percent,63
13089021216,2015,"$35,000 to $49,999",50.0 percent or more,17
13089021216,2015,"$50,000 to $74,999",Less than 20.0 percent,30
13089021216,2015,"$50,000 to $74,999",20.0 to 24.9 percent,108
13089021216,2015,"$50,000 to $74,999",25.0 to 29.9 percent,126
13089021216,2015,"$50,000 to $74,999",30.0 to 34.9 percent,273
13089021216,2015,"$50,000 to $74,999",35.0 to 39.9 percent,24
13089021216,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13089021216,2015,"$50,000 to $74,999",50.0 percent or more,0
13089021216,2015,"$75,000 to $99,999",Less than 20.0 percent,437
13089021216,2015,"$75,000 to $99,999",20.0 to 24.9 percent,178
13089021216,2015,"$75,000 to $99,999",25.0 to 29.9 percent,11
13089021216,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021216,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021216,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021216,2015,"$75,000 to $99,999",50.0 percent or more,0
13089021216,2015,"$100,000 or more",Less than 20.0 percent,537
13089021216,2015,"$100,000 or more",20.0 to 24.9 percent,34
13089021216,2015,"$100,000 or more",25.0 to 29.9 percent,0
13089021216,2015,"$100,000 or more",30.0 to 34.9 percent,0
13089021216,2015,"$100,000 or more",35.0 to 39.9 percent,0
13089021216,2015,"$100,000 or more",40.0 to 49.9 percent,0
13089021216,2015,"$100,000 or more",50.0 percent or more,0
13089021216,2016,"Less than $10,000",Less than 20.0 percent,0
13089021216,2016,"Less than $10,000",20.0 to 24.9 percent,0
13089021216,2016,"Less than $10,000",25.0 to 29.9 percent,0
13089021216,2016,"Less than $10,000",30.0 to 34.9 percent,0
13089021216,2016,"Less than $10,000",35.0 to 39.9 percent,0
13089021216,2016,"Less than $10,000",40.0 to 49.9 percent,0
13089021216,2016,"Less than $10,000",50.0 percent or more,105
13089021216,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13089021216,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021216,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021216,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021216,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021216,2016,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021216,2016,"$10,000 to $19,999",50.0 percent or more,129
13089021216,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13089021216,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021216,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021216,2016,"$20,000 to $34,999",30.0 to 34.9 percent,0
13089021216,2016,"$20,000 to $34,999",35.0 to 39.9 percent,78
13089021216,2016,"$20,000 to $34,999",40.0 to 49.9 percent,75
13089021216,2016,"$20,000 to $34,999",50.0 percent or more,151
13089021216,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13089021216,2016,"$35,000 to $49,999",20.0 to 24.9 percent,0
13089021216,2016,"$35,000 to $49,999",25.0 to 29.9 percent,175
13089021216,2016,"$35,000 to $49,999",30.0 to 34.9 percent,93
13089021216,2016,"$35,000 to $49,999",35.0 to 39.9 percent,88
13089021216,2016,"$35,000 to $49,999",40.0 to 49.9 percent,42
13089021216,2016,"$35,000 to $49,999",50.0 percent or more,84
13089021216,2016,"$50,000 to $74,999",Less than 20.0 percent,0
13089021216,2016,"$50,000 to $74,999",20.0 to 24.9 percent,113
13089021216,2016,"$50,000 to $74,999",25.0 to 29.9 percent,234
13089021216,2016,"$50,000 to $74,999",30.0 to 34.9 percent,265
13089021216,2016,"$50,000 to $74,999",35.0 to 39.9 percent,23
13089021216,2016,"$50,000 to $74,999",40.0 to 49.9 percent,26
13089021216,2016,"$50,000 to $74,999",50.0 percent or more,0
13089021216,2016,"$75,000 to $99,999",Less than 20.0 percent,350
13089021216,2016,"$75,000 to $99,999",20.0 to 24.9 percent,180
13089021216,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13089021216,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021216,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021216,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021216,2016,"$75,000 to $99,999",50.0 percent or more,0
13089021216,2016,"$100,000 or more",Less than 20.0 percent,863
13089021216,2016,"$100,000 or more",20.0 to 24.9 percent,119
13089021216,2016,"$100,000 or more",25.0 to 29.9 percent,0
13089021216,2016,"$100,000 or more",30.0 to 34.9 percent,0
13089021216,2016,"$100,000 or more",35.0 to 39.9 percent,0
13089021216,2016,"$100,000 or more",40.0 to 49.9 percent,0
13089021216,2016,"$100,000 or more",50.0 percent or more,0
13089021216,2017,"Less than $10,000",Less than 20.0 percent,0
13089021216,2017,"Less than $10,000",20.0 to 24.9 percent,0
13089021216,2017,"Less than $10,000",25.0 to 29.9 percent,0
13089021216,2017,"Less than $10,000",30.0 to 34.9 percent,0
13089021216,2017,"Less than $10,000",35.0 to 39.9 percent,0
13089021216,2017,"Less than $10,000",40.0 to 49.9 percent,0
13089021216,2017,"Less than $10,000",50.0 percent or more,93
13089021216,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13089021216,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021216,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021216,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021216,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021216,2017,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021216,2017,"$10,000 to $19,999",50.0 percent or more,138
13089021216,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13089021216,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021216,2017,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021216,2017,"$20,000 to $34,999",30.0 to 34.9 percent,0
13089021216,2017,"$20,000 to $34,999",35.0 to 39.9 percent,0
13089021216,2017,"$20,000 to $34,999",40.0 to 49.9 percent,18
13089021216,2017,"$20,000 to $34,999",50.0 percent or more,90
13089021216,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13089021216,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13089021216,2017,"$35,000 to $49,999",25.0 to 29.9 percent,168
13089021216,2017,"$35,000 to $49,999",30.0 to 34.9 percent,84
13089021216,2017,"$35,000 to $49,999",35.0 to 39.9 percent,155
13089021216,2017,"$35,000 to $49,999",40.0 to 49.9 percent,68
13089021216,2017,"$35,000 to $49,999",50.0 percent or more,88
13089021216,2017,"$50,000 to $74,999",Less than 20.0 percent,0
13089021216,2017,"$50,000 to $74,999",20.0 to 24.9 percent,85
13089021216,2017,"$50,000 to $74,999",25.0 to 29.9 percent,224
13089021216,2017,"$50,000 to $74,999",30.0 to 34.9 percent,289
13089021216,2017,"$50,000 to $74,999",35.0 to 39.9 percent,25
13089021216,2017,"$50,000 to $74,999",40.0 to 49.9 percent,30
13089021216,2017,"$50,000 to $74,999",50.0 percent or more,0
13089021216,2017,"$75,000 to $99,999",Less than 20.0 percent,325
13089021216,2017,"$75,000 to $99,999",20.0 to 24.9 percent,222
13089021216,2017,"$75,000 to $99,999",25.0 to 29.9 percent,29
13089021216,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021216,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021216,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021216,2017,"$75,000 to $99,999",50.0 percent or more,0
13089021216,2017,"$100,000 or more",Less than 20.0 percent,941
13089021216,2017,"$100,000 or more",20.0 to 24.9 percent,128
13089021216,2017,"$100,000 or more",25.0 to 29.9 percent,0
13089021216,2017,"$100,000 or more",30.0 to 34.9 percent,0
13089021216,2017,"$100,000 or more",35.0 to 39.9 percent,0
13089021216,2017,"$100,000 or more",40.0 to 49.9 percent,0
13089021216,2017,"$100,000 or more",50.0 percent or more,0
13089021217,2014,"Less than $10,000",Less than 20.0 percent,0
13089021217,2014,"Less than $10,000",20.0 to 24.9 percent,0
13089021217,2014,"Less than $10,000",25.0 to 29.9 percent,0
13089021217,2014,"Less than $10,000",30.0 to 34.9 percent,0
13089021217,2014,"Less than $10,000",35.0 to 39.9 percent,0
13089021217,2014,"Less than $10,000",40.0 to 49.9 percent,0
13089021217,2014,"Less than $10,000",50.0 percent or more,11
13089021217,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13089021217,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021217,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021217,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021217,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021217,2014,"$10,000 to $19,999",40.0 to 49.9 percent,15
13089021217,2014,"$10,000 to $19,999",50.0 percent or more,29
13089021217,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13089021217,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021217,2014,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021217,2014,"$20,000 to $34,999",30.0 to 34.9 percent,0
13089021217,2014,"$20,000 to $34,999",35.0 to 39.9 percent,18
13089021217,2014,"$20,000 to $34,999",40.0 to 49.9 percent,10
13089021217,2014,"$20,000 to $34,999",50.0 percent or more,43
13089021217,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13089021217,2014,"$35,000 to $49,999",20.0 to 24.9 percent,33
13089021217,2014,"$35,000 to $49,999",25.0 to 29.9 percent,0
13089021217,2014,"$35,000 to $49,999",30.0 to 34.9 percent,13
13089021217,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13089021217,2014,"$35,000 to $49,999",40.0 to 49.9 percent,0
13089021217,2014,"$35,000 to $49,999",50.0 percent or more,0
13089021217,2014,"$50,000 to $74,999",Less than 20.0 percent,36
13089021217,2014,"$50,000 to $74,999",20.0 to 24.9 percent,20
13089021217,2014,"$50,000 to $74,999",25.0 to 29.9 percent,24
13089021217,2014,"$50,000 to $74,999",30.0 to 34.9 percent,0
13089021217,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13089021217,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13089021217,2014,"$50,000 to $74,999",50.0 percent or more,4
13089021217,2014,"$75,000 to $99,999",Less than 20.0 percent,57
13089021217,2014,"$75,000 to $99,999",20.0 to 24.9 percent,13
13089021217,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13089021217,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021217,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021217,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021217,2014,"$75,000 to $99,999",50.0 percent or more,0
13089021217,2014,"$100,000 or more",Less than 20.0 percent,10
13089021217,2014,"$100,000 or more",20.0 to 24.9 percent,0
13089021217,2014,"$100,000 or more",25.0 to 29.9 percent,0
13089021217,2014,"$100,000 or more",30.0 to 34.9 percent,0
13089021217,2014,"$100,000 or more",35.0 to 39.9 percent,0
13089021217,2014,"$100,000 or more",40.0 to 49.9 percent,0
13089021217,2014,"$100,000 or more",50.0 percent or more,0
13089021217,2015,"Less than $10,000",Less than 20.0 percent,0
13089021217,2015,"Less than $10,000",20.0 to 24.9 percent,0
13089021217,2015,"Less than $10,000",25.0 to 29.9 percent,0
13089021217,2015,"Less than $10,000",30.0 to 34.9 percent,0
13089021217,2015,"Less than $10,000",35.0 to 39.9 percent,0
13089021217,2015,"Less than $10,000",40.0 to 49.9 percent,0
13089021217,2015,"Less than $10,000",50.0 percent or more,18
13089021217,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13089021217,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021217,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021217,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021217,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021217,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021217,2015,"$10,000 to $19,999",50.0 percent or more,31
13089021217,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13089021217,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021217,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021217,2015,"$20,000 to $34,999",30.0 to 34.9 percent,16
13089021217,2015,"$20,000 to $34,999",35.0 to 39.9 percent,21
13089021217,2015,"$20,000 to $34,999",40.0 to 49.9 percent,24
13089021217,2015,"$20,000 to $34,999",50.0 percent or more,4
13089021217,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13089021217,2015,"$35,000 to $49,999",20.0 to 24.9 percent,34
13089021217,2015,"$35,000 to $49,999",25.0 to 29.9 percent,0
13089021217,2015,"$35,000 to $49,999",30.0 to 34.9 percent,12
13089021217,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13089021217,2015,"$35,000 to $49,999",40.0 to 49.9 percent,0
13089021217,2015,"$35,000 to $49,999",50.0 percent or more,0
13089021217,2015,"$50,000 to $74,999",Less than 20.0 percent,35
13089021217,2015,"$50,000 to $74,999",20.0 to 24.9 percent,28
13089021217,2015,"$50,000 to $74,999",25.0 to 29.9 percent,28
13089021217,2015,"$50,000 to $74,999",30.0 to 34.9 percent,0
13089021217,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13089021217,2015,"$50,000 to $74,999",40.0 to 49.9 percent,0
13089021217,2015,"$50,000 to $74,999",50.0 percent or more,4
13089021217,2015,"$75,000 to $99,999",Less than 20.0 percent,12
13089021217,2015,"$75,000 to $99,999",20.0 to 24.9 percent,13
13089021217,2015,"$75,000 to $99,999",25.0 to 29.9 percent,0
13089021217,2015,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021217,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021217,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021217,2015,"$75,000 to $99,999",50.0 percent or more,0
13089021217,2015,"$100,000 or more",Less than 20.0 percent,17
13089021217,2015,"$100,000 or more",20.0 to 24.9 percent,0
13089021217,2015,"$100,000 or more",25.0 to 29.9 percent,0
13089021217,2015,"$100,000 or more",30.0 to 34.9 percent,0
13089021217,2015,"$100,000 or more",35.0 to 39.9 percent,0
13089021217,2015,"$100,000 or more",40.0 to 49.9 percent,0
13089021217,2015,"$100,000 or more",50.0 percent or more,0
13089021217,2016,"Less than $10,000",Less than 20.0 percent,0
13089021217,2016,"Less than $10,000",20.0 to 24.9 percent,0
13089021217,2016,"Less than $10,000",25.0 to 29.9 percent,0
13089021217,2016,"Less than $10,000",30.0 to 34.9 percent,0
13089021217,2016,"Less than $10,000",35.0 to 39.9 percent,0
13089021217,2016,"Less than $10,000",40.0 to 49.9 percent,0
13089021217,2016,"Less than $10,000",50.0 percent or more,15
13089021217,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13089021217,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021217,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021217,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021217,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021217,2016,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021217,2016,"$10,000 to $19,999",50.0 percent or more,24
13089021217,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13089021217,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021217,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021217,2016,"$20,000 to $34,999",30.0 to 34.9 percent,16
13089021217,2016,"$20,000 to $34,999",35.0 to 39.9 percent,5
13089021217,2016,"$20,000 to $34,999",40.0 to 49.9 percent,24
13089021217,2016,"$20,000 to $34,999",50.0 percent or more,11
13089021217,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13089021217,2016,"$35,000 to $49,999",20.0 to 24.9 percent,33
13089021217,2016,"$35,000 to $49,999",25.0 to 29.9 percent,0
13089021217,2016,"$35,000 to $49,999",30.0 to 34.9 percent,12
13089021217,2016,"$35,000 to $49,999",35.0 to 39.9 percent,16
13089021217,2016,"$35,000 to $49,999",40.0 to 49.9 percent,5
13089021217,2016,"$35,000 to $49,999",50.0 percent or more,0
13089021217,2016,"$50,000 to $74,999",Less than 20.0 percent,9
13089021217,2016,"$50,000 to $74,999",20.0 to 24.9 percent,40
13089021217,2016,"$50,000 to $74,999",25.0 to 29.9 percent,30
13089021217,2016,"$50,000 to $74,999",30.0 to 34.9 percent,0
13089021217,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13089021217,2016,"$50,000 to $74,999",40.0 to 49.9 percent,0
13089021217,2016,"$50,000 to $74,999",50.0 percent or more,5
13089021217,2016,"$75,000 to $99,999",Less than 20.0 percent,17
13089021217,2016,"$75,000 to $99,999",20.0 to 24.9 percent,43
13089021217,2016,"$75,000 to $99,999",25.0 to 29.9 percent,0
13089021217,2016,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021217,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021217,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021217,2016,"$75,000 to $99,999",50.0 percent or more,0
13089021217,2016,"$100,000 or more",Less than 20.0 percent,20
13089021217,2016,"$100,000 or more",20.0 to 24.9 percent,0
13089021217,2016,"$100,000 or more",25.0 to 29.9 percent,0
13089021217,2016,"$100,000 or more",30.0 to 34.9 percent,0
13089021217,2016,"$100,000 or more",35.0 to 39.9 percent,0
13089021217,2016,"$100,000 or more",40.0 to 49.9 percent,0
13089021217,2016,"$100,000 or more",50.0 percent or more,0
13089021217,2017,"Less than $10,000",Less than 20.0 percent,0
13089021217,2017,"Less than $10,000",20.0 to 24.9 percent,0
13089021217,2017,"Less than $10,000",25.0 to 29.9 percent,0
13089021217,2017,"Less than $10,000",30.0 to 34.9 percent,0
13089021217,2017,"Less than $10,000",35.0 to 39.9 percent,0
13089021217,2017,"Less than $10,000",40.0 to 49.9 percent,0
13089021217,2017,"Less than $10,000",50.0 percent or more,15
13089021217,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13089021217,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021217,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021217,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021217,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021217,2017,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021217,2017,"$10,000 to $19,999",50.0 percent or more,22
13089021217,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13089021217,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021217,2017,"$20,000 to $34,999",25.0 to 29.9 percent,0
13089021217,2017,"$20,000 to $34,999",30.0 to 34.9 percent,0
13089021217,2017,"$20,000 to $34,999",35.0 to 39.9 percent,12
13089021217,2017,"$20,000 to $34,999",40.0 to 49.9 percent,29
13089021217,2017,"$20,000 to $34,999",50.0 percent or more,10
13089021217,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13089021217,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13089021217,2017,"$35,000 to $49,999",25.0 to 29.9 percent,0
13089021217,2017,"$35,000 to $49,999",30.0 to 34.9 percent,34
13089021217,2017,"$35,000 to $49,999",35.0 to 39.9 percent,0
13089021217,2017,"$35,000 to $49,999",40.0 to 49.9 percent,6
13089021217,2017,"$35,000 to $49,999",50.0 percent or more,0
13089021217,2017,"$50,000 to $74,999",Less than 20.0 percent,13
13089021217,2017,"$50,000 to $74,999",20.0 to 24.9 percent,37
13089021217,2017,"$50,000 to $74,999",25.0 to 29.9 percent,38
13089021217,2017,"$50,000 to $74,999",30.0 to 34.9 percent,6
13089021217,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13089021217,2017,"$50,000 to $74,999",40.0 to 49.9 percent,0
13089021217,2017,"$50,000 to $74,999",50.0 percent or more,4
13089021217,2017,"$75,000 to $99,999",Less than 20.0 percent,28
13089021217,2017,"$75,000 to $99,999",20.0 to 24.9 percent,9
13089021217,2017,"$75,000 to $99,999",25.0 to 29.9 percent,0
13089021217,2017,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021217,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021217,2017,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021217,2017,"$75,000 to $99,999",50.0 percent or more,0
13089021217,2017,"$100,000 or more",Less than 20.0 percent,33
13089021217,2017,"$100,000 or more",20.0 to 24.9 percent,32
13089021217,2017,"$100,000 or more",25.0 to 29.9 percent,0
13089021217,2017,"$100,000 or more",30.0 to 34.9 percent,0
13089021217,2017,"$100,000 or more",35.0 to 39.9 percent,0
13089021217,2017,"$100,000 or more",40.0 to 49.9 percent,0
13089021217,2017,"$100,000 or more",50.0 percent or more,0
13089021218,2014,"Less than $10,000",Less than 20.0 percent,0
13089021218,2014,"Less than $10,000",20.0 to 24.9 percent,0
13089021218,2014,"Less than $10,000",25.0 to 29.9 percent,0
13089021218,2014,"Less than $10,000",30.0 to 34.9 percent,0
13089021218,2014,"Less than $10,000",35.0 to 39.9 percent,0
13089021218,2014,"Less than $10,000",40.0 to 49.9 percent,0
13089021218,2014,"Less than $10,000",50.0 percent or more,122
13089021218,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13089021218,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021218,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021218,2014,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021218,2014,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021218,2014,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021218,2014,"$10,000 to $19,999",50.0 percent or more,120
13089021218,2014,"$20,000 to $34,999",Less than 20.0 percent,0
13089021218,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021218,2014,"$20,000 to $34,999",25.0 to 29.9 percent,27
13089021218,2014,"$20,000 to $34,999",30.0 to 34.9 percent,8
13089021218,2014,"$20,000 to $34,999",35.0 to 39.9 percent,30
13089021218,2014,"$20,000 to $34,999",40.0 to 49.9 percent,124
13089021218,2014,"$20,000 to $34,999",50.0 percent or more,220
13089021218,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13089021218,2014,"$35,000 to $49,999",20.0 to 24.9 percent,11
13089021218,2014,"$35,000 to $49,999",25.0 to 29.9 percent,123
13089021218,2014,"$35,000 to $49,999",30.0 to 34.9 percent,124
13089021218,2014,"$35,000 to $49,999",35.0 to 39.9 percent,30
13089021218,2014,"$35,000 to $49,999",40.0 to 49.9 percent,16
13089021218,2014,"$35,000 to $49,999",50.0 percent or more,11
13089021218,2014,"$50,000 to $74,999",Less than 20.0 percent,112
13089021218,2014,"$50,000 to $74,999",20.0 to 24.9 percent,275
13089021218,2014,"$50,000 to $74,999",25.0 to 29.9 percent,190
13089021218,2014,"$50,000 to $74,999",30.0 to 34.9 percent,19
13089021218,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13089021218,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13089021218,2014,"$50,000 to $74,999",50.0 percent or more,0
13089021218,2014,"$75,000 to $99,999",Less than 20.0 percent,154
13089021218,2014,"$75,000 to $99,999",20.0 to 24.9 percent,48
13089021218,2014,"$75,000 to $99,999",25.0 to 29.9 percent,0
13089021218,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13089021218,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13089021218,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13089021218,2014,"$75,000 to $99,999",50.0 percent or more,0
13089021218,2014,"$100,000 or more",Less than 20.0 percent,169
13089021218,2014,"$100,000 or more",20.0 to 24.9 percent,0
13089021218,2014,"$100,000 or more",25.0 to 29.9 percent,0
13089021218,2014,"$100,000 or more",30.0 to 34.9 percent,0
13089021218,2014,"$100,000 or more",35.0 to 39.9 percent,0
13089021218,2014,"$100,000 or more",40.0 to 49.9 percent,0
13089021218,2014,"$100,000 or more",50.0 percent or more,0
13089021218,2015,"Less than $10,000",Less than 20.0 percent,0
13089021218,2015,"Less than $10,000",20.0 to 24.9 percent,0
13089021218,2015,"Less than $10,000",25.0 to 29.9 percent,0
13089021218,2015,"Less than $10,000",30.0 to 34.9 percent,0
13089021218,2015,"Less than $10,000",35.0 to 39.9 percent,0
13089021218,2015,"Less than $10,000",40.0 to 49.9 percent,0
13089021218,2015,"Less than $10,000",50.0 percent or more,96
13089021218,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13089021218,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13089021218,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13089021218,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13089021218,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13089021218,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13089021218,2015,"$10,000 to $19,999",50.0 percent or more,105
13089021218,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13089021218,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13089021218,2015,"$20,000 to $34,999",25.0 to 29.9 percent,24
13089021218,2015,"$20,000 to $34,999",30.0 to 34.9 percent,0
13089021218,2015,"$20,000 to $34,999",35.0 to 39.9 percent,44
13089021218,2015,"$20,000 to $34,999",40.0 to 49.9 percent,146
13089021218,2015,"$20,000 to $34,999",50.0 percent or more,274
13089021218,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13089021218,2015,"$35,000 to $49,999",20.0 to 24.9 percent,11
13089021218,2015,"$35,000 to $49,999",25.0 to 29.9 percent,135
13089021218,2015,"$35,000 to $49,999",30.0 to 34.9 percent,170
13089021218,2015,"$35,000 to $49,999",35.0 to 39.9 percent,30
13089021218,2015,"$35,000 to $49,999",40.0 to 49.9 percent,53
13089021218,2015,"$35,000 to $49,999",50.0 percent or more,4
13089021218,2015,"$50,000 to $74,999",Less than 20.0 percent,115
13089021218,2015,"$50,000 to $74,999",20.0 to 24.9 percent,255
